id,titulo,descripcion,hashtags,menciones,audio,comentarios_muestra,etiquetas_contenido,vistas,likes,comentarios_totales,compartidos,etiqueta
74f12705,coquette un gamer el cumpleaños maquillaje estudio ☕,tutorial aqui comedia viernes hoy amigos los perrito vacaciones 😊,#novia #perrito #escuela #serie,,,vlog los perrito cumpleaños diario la tarea anime 🥺 | puro stream con viernes unboxing compras tutorial 😊 🍦 💻 | hoy aesthetic vlog la outfit cine 🌙,,984963,128436,3777,8136,0
de4caa43,el challenge chill aqui trend coquette relax aqui familia aqui gato,escuela las estudio el unboxing vlog los lunes,#restaurante #viernes #novio,,belinda,oficina una outfit los amigos,,183503,10252,705,1138,0
0d243c4c,jefe de jefes piyi la línea el mini lic siempre rpg puro el ratón ⌚ 🧨 🛻,al tiro el el azul aqui metanfetamina la antrax juan josé esparragoza 💀 🐂 ⛄,#cárteldesantarosadelima #elmarro #cdg #osielcárdenas,,,,,35653,6369,148,788,1
0a59cc11,una cártel del noreste hierba los ninis al millón un cartel de sinaloa clica aqui el azul siempre encajuelado 🔫 💴,ejecutado una la linea alinear caro quintero el perico un buchon frontera chica,#cjng #bélicon #escuadra,,los sierreños,aqui maría hoy morrita plomo puro encobijado las gente nueva una burrero siempre nemesio oseguera 👺 | la zetas los cártel de sinaloa los el lazca las m16 wato aqui buchon zambada 🤫,,1686943,182044,16884,15952,1
d92d1abf,alucin buchón nieve siempre m16 🆖,las gallito aqui rusos pozole,#donneto #alucín,,,los los rusos raton levanton 🐆 🌨️ 🆖 | sombreriza una escuadra rusos alfredillo dar piso mini lic siempre fentanilo los rivotril ⌚ 🐕 🔥,,469369,46648,3872,5654,1
88f8dcde,risas aqui diario universidad aqui baile la prepa 🎉 🏋️‍♀️ 🌻,skincare humor hoy tutorial aesthetic gamer puro baile 🎮 👗,#viaje #challenge #trend #humor,,,unboxing una outfit las crush la amor la coquette los aesthetic tips 💪,,163984,26259,1561,3553,0
8b19cdff,con buchon zetas ar15 🐅,hoy punta cuerno de disco patrón plebes 🚙,#matamoros #félixgallardo,,alfredo olivas,una ncdj buchona un mz los lavado de dinero el gallo las el piyi una alucin,,568776,35778,2091,5058,1
26b23ae9,las amapola con bélicon venadear frontera chica hoy mayiza aqui viejón,los cjng la chapizza con piso las encobijado manguera radio 🚬 🤑 🧹,#mayo #lamayiza,,chuy lizarraga,con blanca buchones manguera al tiro 🤠 ⌚ | siempre zapopan una juarez lavado de dinero 🎰 🛡️,,1941716,183536,13787,17197,1
4d575689,puro punta los cdg cartel del golfo crico los ovídio siempre pizza culiacan 💉 🛻,aqui ak-47 viejon una cristal la churro un don neto 🩸 👻 棺,#encobijado #losrusos,,los tiranos del norte,las iván archivaldo puro viagras michoacan cártel de oaxaca una chiva hoy hielo 👻 | siempre joaquín guzmán puro el señor de los cielos hoy ovidio un el jj las unión tepito puro guanajuato los viagras 🧊 | la meth aqui cocaína el narco de narcos una lavador las dar cran 🐔 🐅,,2960325,309842,26958,28804,1
b1603167,dar piso las el chapo con alineado siempre prestanombres levanton 🦏 🥂 💷,sombrero puro mota aqui chapo puro gente nueva una mafia las charolazo iván archivaldo,#glock #toque #mayiza,,nene torres,los beltrán leyva un los pelones un joaquín guzmán 🪦 | morritas siempre r15 el balacera las nuevo laredo el joaquín guzmán,,4208416,275024,19993,17433,1
a8d9e89f,las relax con compras con estudio comedia hoy broma diario con review 🎀,hoy comedia una tips siempre familia los receta vlog escuela 💄 🎬,#restaurante #broma #gym #amigos,,rauw alejandro,familia tarea los maquillaje el restaurante aqui chill el compañeros hacks las gamer,,84267,7140,211,531,0
756f2ef7,el restaurante estudio los compras videojuego 🎬,risas challenge vlog gamer los haul cumpleaños 😂 😍 🥺,#cumpleaños,,luis miguel,aesthetic los amor puro oficina las estudio haul aqui comida amigos una serie 🎬 ❤️ | rutina coquette haul 🍣,,495778,97602,7739,12932,0
230e3bcb,con el chueco viejon goma con colt 🎲 🪦,un la maña barredora puro tablazo los los zetas la rs una jalisco aqui z-40 🔫 🍅 🧨,#ivánarchivaldo #tablazo,,omar ruiz,ovídio monstruo amapola puro ninis glock buchones gallo | con marihuana las buchón el jueves negro las el señor de la montaña siempre cobro de piso ejecución | marihuana la el piyi siempre chimales guerreros unidos un gente nueva 🕷️ 🇨🇴 🚬,,485790,28529,2398,3661,1
9b390aef,aqui prepa haul hoy escuela siempre grwm perrito baile fiesta trend 💻 🎮 👗,aqui universidad hoy compañeros aesthetic gamer perrito los review ropa 🌻 😂,#estudio #unboxing,,,oficina novio puro maquillaje un trabajo una tips un relax 💅 ✈️ | vacaciones risas review 😭,,827438,100983,3089,3494,0
86649d6e,hoy gamer grwm una novio el lunes maquillaje aesthetic con stream coquette 🐱,los viernes universidad lunes una diario aqui humor gym aqui amigos una estudio 😂,#maquillaje #hacks #gamer,,blackpink,comida una risas con haul siempre chill puro pelicula gato una universidad 🎧,,854703,142235,12126,10797,0
5810d4a2,alucines m60 pastillas el mayo cincuenta hoy félix gallardo 👺 🌿 💣,las el azul la belicon las la familia michoacana la zambada tj buchón la empresa con barredora ⚡,#polvorosa #patrón #gallito,,tomas estrada,mp5 las hielo pechera clika ⌚ 💀 🥃 | cartel del golfo glock churro aqui don neto bazuca la pechera alfredillo cártel de tijuana 🩸 | gallo ak-47 las cuerno hoy lavador aqui dar cran aqui rivotril la linea cártel de juárez 💳 🧨 | la lavador el heroína rafael caro quintero ☢️ ✈️ 棺,,2098557,142166,6354,19261,1
e7fefc20,una aesthetic estudio puro vacaciones anime la maquillaje 🍕,con relax una hacks estudio comida un haul una vlog siempre gamer 🌸 📱 💅,#tips #hacks,,,un fiesta stream trabajo siempre aesthetic siempre chill puro familia | hoy videojuego trend rutina aesthetic aqui jefe oficina hoy outfit 📱 🐱 | fiesta puro review las viaje 🧸 | viernes relax los fiesta 😭 🐶,,42206,4739,293,656,0
7d35e487,oficina viernes el restaurante universidad una compañeros jefe ✨ 📚 🎂,un serie un comida un videojuego 💖 🏋️‍♀️ 🥰,#comida #restaurante,,maluma,humor siempre review un haul un trend amigos el hacks 👗 | aqui serie perrito relax 💅 | una trabajo lunes skincare gamer una maquillaje aqui review las novia 🧸 🥺 🍟 | fiesta aqui crush outfit el mascota un serie la trabajo siempre hacks aesthetic 🎮 ✨,,594453,81169,5040,1852,0
6f526c68,viagras los super 38 levanton el jj una el azul 🍻,siempre fierro con raptor un cjng hoy culiacanazo los los chapitos los tahoe maría 💸 💵 🩸,#culiacanazo,,,,,546066,100703,7062,12142,1
7b0cd68d,pastillas iván archivaldo el viejón caro quintero buchon los joaquín guzmán siempre alineado una juan josé esparragoza,dar piso el morritas bacha un levantón 🐘 🍅,#gatillero #al100 #levantón #mdma,,junior h,uzi cartel de jalisco el mencho bélicon una 701 raptor el cártel 🐊 🐔 🦅 | cohete cártel de oaxaca siempre viagras el chueco wato 🪓 | la z-1 jefe de jefes lavada 🤠 🩸 👿 | caro quintero aqui los ninis meth,,902171,88996,6571,9191,1
60521ab3,un oficina viaje rutina 👗,un mascota la unboxing grwm un fiesta 💪 🍣,#rutina #grwm #gym,,,,,662898,66467,3136,2538,0
2e83f164,reynosa hoy dar piso ak-47 los mota cdn guerreros unidos la empresa siempre ejecutado 👑 🌿 🚬,aqui jgl el goma el ovídio un viejón los los viagras cártel de jalisco nueva generación heroína 🚔 👺,#rs #buchon #uzi #magnum,,,las compadre puro artillada cocaína éxtasis siempre matón toque 🗡️ 🚙 ⚰️ | mencho hoy glock hoy al millón aqui fn p90 la chapizza siempre encobijado 🚨,,3550243,704588,50176,100218,1
6fcc8ca2,matamoros aqui lavador buchonas grupo sombra siempre m16 glock 🥃 👃,el jesús alfredo la bacha con dar piso,#38super #beretta #launióntepito #mayo #burrero,,grupo firme,aqui colt maría mamalona los beretta hoy mini lic un pistolero un los rojos ⛄ 🍻,,3007827,481708,6020,10191,1
9424545a,mayo tostón siempre calentando la plaza una alfredillo,hoy ovídio alucín con perico un el cártel 💊 🐅,#elpiyi #goma,,régulo caro,r-15 ejecución plaza 🏇 🧊 📍 | pistolero ak47 jefe de jefes gallito | el jalisco un bélico el alfredillo 🎲,,4250819,294107,24825,24185,1
6442bbb9,grwm la restaurante familia anime la viernes siempre fiesta,broma el ropa tarea aqui vacaciones universidad,#serie,,camilo,con serie aqui aesthetic risas review prepa 🏋️‍♀️ | la humor los compañeros con amigos 💅 🍟 😭 | trend hacks siempre videojuego cumpleaños fiesta los challenge relax 😍,,329410,43795,1121,2743,0
90a2456f,sombrero los charolazo el piyi 🍬 🌿 🩸,una encobijado jefe de jefes guanajuato al tiro éxtasis jgl la rs 💉 🍬 🦍,#elazul #levantón #elcártel,,,señor de los gallos con sicario hoy 38 super un belico cártel del golfo el ar15 raptor cuerno 🌨️,,2477004,471754,31502,59517,1
2b767f26,revólver alucín la beretta una el señor de la montaña cártel de oaxaca las tachas 🕷️,amapola el señor de los cielos cuerno toston encajuelado ⚰️,#rusos #losrusos #elmayo #viejón,,,hoy artillada zacatecas el alinear magnum con comando cng puro rs | escuadra el jj morrita un cártel de jalisco nueva generación osiel cárdenas 💰 🌨️ 🚨,,4831377,655808,50851,37678,1
8a741f58,bélico puro artillada culiacanazo pariente los cobro de piso al tiro jalisco 🐂 ✈️ 🕷️,puro magnum piyi pozolero hoy viejon cdg 🧨 ☠️,#zacatecas #cdn #losbeltránleyva,,chuy montana,z-40 el padrino la hector beltrán 💳 | siempre buchones el mencho el mayiza alucin hoy el ratón un cártel de oaxaca el reynosa hoy cartel del golfo 🚁,,650747,40649,1859,5651,1
e016422b,hacks los haul un gym las cine una risas 💕,con diario aqui anime la relax ❤️,#risas #gym #stream #restaurante #crush,,danna paola,aesthetic comedia la moda la compañeros 🌸 🍣 🎂 | novia oficina las coquette crush siempre serie hoy baile siempre tarea vacaciones | trabajo una vlog un hacks | con gamer un unboxing el challenge las cine 😊 ☕,,702787,74487,4844,3128,0
16bf6e48,el tijuana bazuca con mula plaza aqui empresa hoy pistolero,pozolero aqui al 100 un colt un quebrar mafia puro barret gente nueva un mota 🛻 🤐 👺,#venadear,,danny lux,los levanton las el ratón el charolazo pizza cártel de juárez 💰 🧊 🎰 | magnum el ar15 la ak-47 los perico aqui juarez sierra una gallito 🛻,,560929,73118,5846,3976,1
476079fa,aesthetic los hacks trend baile las haul con serie una novia 🌻 ✨ 🍟,puro humor las cumpleaños risas el aesthetic crush gym coquette amigos ☀️ 💅 🎬,#prepa #perrito #maquillaje,,rauw alejandro,con comedia puro tips hoy familia el aesthetic aqui diario 😂 🎉 🌙,,237039,34631,3143,4368,0
2fd83ca2,maquillaje hoy videojuego moda siempre ropa siempre tutorial puro broma ☀️ 🐶,stream unboxing comedia 🏖️ 🎧 😍,#vacaciones,,belinda,tips restaurante jefe tarea los mascota outfit los broma compras 😍 😭 | unboxing un compañeros tarea mascota con tips 🥺 ✈️,,541483,104718,3278,14524,0
6a9d5dc6,una restaurante rutina jefe gym la receta 🏋️‍♀️ 🌻 😭,con comida con escuela mascota las baile cine aesthetic 💅,#pelicula #relax #novio #hacks,,taylor swift,oficina con outfit receta cine las jefe compañeros el gato 🍔 🐱 🧸 | viernes moda hoy prepa cine viaje estudio 🥺 | aqui ropa fiesta gato relax una gym trabajo con compañeros 🎉 💖 🎧,,475950,79650,2802,9448,0
3b11e4c8,puro familia siempre coquette una cumpleaños fiesta relax puro risas con estudio cine 💕,mascota aqui tarea universidad el videojuego aqui viaje pelicula el cumpleaños hoy fiesta 🏖️ ❤️,#stream #tarea #videojuego #viaje,,,puro coquette una novio hacks,,823164,156354,12185,9682,0
64805f4c,con ropa gato con estudio con unboxing la trabajo 🐶 🎮,amigos puro lunes maquillaje una comida restaurante gym compañeros 🌻,#amigos #viaje #amor #oficina,,,la amor las moda siempre skincare las gym broma una lunes | con mascota los challenge stream las risas la coquette un tips amor 🎉 🍕 💅 | el trend tutorial challenge familia las serie | las escuela el cumpleaños fiesta 👗 🍔,,948656,142227,10343,4712,0
97e5f712,grwm compañeros aqui pelicula 😍 🎀,viernes puro gato el broma 💄 🎧,#estudio #gato #universidad,,maluma,hacks amigos chill review mascota tarea un aesthetic la receta 💅 🎮 | outfit los coquette con familia 😊 🍦 | las outfit challenge un moda un perrito,,204944,10598,625,1241,0
0de5e564,mascota comida siempre stream siempre coquette compañeros siempre challenge 🐱 💅 🌸,maquillaje siempre hacks rutina moda 🧸,#estudio #ropa #relax,,sebastián yatra,broma siempre restaurante puro stream 🍣 ✨ | el compañeros compras trend una trabajo las gym un outfit los restaurante 🐱,,563463,63543,2723,9214,0
a741c2bb,cártel de sinaloa una los rojos tostón cjng don neto 🍄 🛑 ✈️,ovidio manguera aqui balacera cincuenta el barredora una buchón frecuencia 🚁,#matón #juevesnegro #levanton,,los cuates de sinaloa,,,32056,4742,283,228,1
b0360e50,la receta outfit restaurante risas rutina fiesta los trabajo,crush outfit serie amor aqui ropa diario,#crush #unboxing #risas,,kenia os,,,278261,49661,4516,1251,0
b03b4b66,el señor de la montaña la maña una el chapo hoy el mencho,el azul con ovídio hoy michoacan aqui buchonas culiacanazo los escuadra 🍬 🛡️ 🍭,#cobrodepiso #p90 #crico,,el bebeto,,,3558276,371350,8676,38102,1
50c972ab,barredora matamoros magnum los señor de los gallos,arturo beltrán frontera chica puro buchon mp5 el halcón m16 🍭 📍,#launióntepito,,,,,950854,131946,1719,11840,1
86302676,una marihuana las wato el cártel,ninis dar piso ak 47 cuerno de chivo 🕷️ ⚔️ ⚠️,#levantón #fierro #launióntepito,,comando exclusivo,las m60 al tiro rusos 9mm mamalona hoy cuerno con plebes 🐘 | el extorsión juan josé esparragoza la los zetas gatillero | puro tamaulipas los uzi aqui arturo beltrán barredora lanzagranadas el azul gallo una escuadra 💶 😈,,907839,128225,5554,9938,1
329464be,una gallito siempre plomo maría nieve el la unión tepito fierro la cártel de jalisco nueva generación,al millón la jrz calibre 50 🩸 😎 🚫,#lamaña #juarez,,los titanes de durango,,,2708531,304176,4278,43810,1
69dbbf11,z-40 chiva troca puro toque 👺 💷 🪓,una matón tamaulipas las pistolero una cártel de juárez la quebrar puntero el el chayo félix gallardo 🎲,#pozole #cárteldelgolfo,,tomas estrada,el 4 letras con joaquín guzmán ar15 osiel cárdenas marihuana | el botas blancas escuadra puro venadear 🐅 🦍 | z-1 iván archivaldo narcomensaje 🧊 📍,,232100,43953,493,1025,1
1197495d,la aesthetic aqui novia la compras la risas review broma ✈️,unboxing una amigos con risas puro broma,#risas #diario,,,coquette oficina un comedia puro novio lunes con outfit gato el baile 😭 🌸 | tips la serie review siempre skincare 🥺,,957135,158679,8977,17390,0
0b9943d8,una topón alineado el padrino la 38 super,chapo éxtasis las el mayo un charolazo una don neto buchona cristal 🦅,#super38 #zambada #plomazo #encobijado,,grupo 360,,,85366,11166,933,713,1
4cd83345,r-15 crico super 38,los al 100 glock revólver el chueco 🔪 棺 🦍,#mayo,,christian nodal,,,43857,4195,392,379,1
ccba0f5d,maquillaje coquette tarea humor una jefe viaje,los comida stream broma compañeros vlog 💻 😊 🐱,#relax,,camilo,,,614281,57661,1379,6033,0
a5860845,bélico con el cártel hoy belico 🐔,puro jgl uzi radio un el guano ☠️ 🔫 💉,#éxtasis #alucin,,javier rosas,caro quintero la clonazepam un los ninis alfredillo los toston,,4018794,345946,9790,36602,1
af1caecf,gallito aqui al tiro mamalona el señor de la montaña la gatillero siempre suburban 💸 🗡️,una los beltrán leyva una buchon los el piyi puro el marro las mañoso,#elpadrino #amadocarrillo #buchon #troca,,marca mp,,,2452439,170275,9222,10917,1
1c9a15a7,serie una prepa jefe hoy gamer 🌸 💄,aqui cumpleaños jefe risas un amor vlog gato novia 🐶 ✈️ 📱,#compañeros #stream #familia,,ariana grande,puro outfit cumpleaños gato con serie compras una haul las novio,,378767,70418,5199,6209,0
fffd598d,gallo juarez caro quintero la toston ⌚,un ar-15 viejón aqui el licenciado hoy sierra los beltrán leyva los topon mp5 tablazo ⚠️ 🛡️,#topon #cln,,junior h,puro mayiza siempre cártel del noreste tiroteo una plaza un escuadra con la línea las tostón la familia michoacana 🐓 🛡️ 🦅 | un topon enfrentamiento arturo beltrán las hierba lanzagranadas 🍬 | el raptor cristal el ratón puro toque las enfrentamiento la churro puro gatillero 👑 🚨,,672421,129586,12409,10431,1
706471d2,los el patron buchón un bazuca alucín raton mdma 💣,tamaulipas cártel de colima las charola pariente metanfetamina aqui zacatecas pizza 🤑 🛡️ 👿,#blanca #levantón,,peso pluma,hoy heroína la super 38 siempre brazo armado un culiacanazo | sombreriza la zacatecas el la mayiza los nemesio oseguera z-40 los al millon | las pistolero cincuenta puro ejecución chimales siempre cng,,2933125,248030,14725,13370,1
77450e96,secuestro puro matón chimales juarez zapopan puro cártel de sinaloa mañoso los rpg 💴 💯 ⌚,el patron juarez un 9mm 🦏,#rusos #lafamiliamichoacana #tijuana #joaquínguzmán #frecuencia,,los tigrillos,mañoso los lavado de dinero cristal fuerza anti-unión 💎 🐊,,4432197,418376,17523,44686,1
cf917451,siempre morritas jrz barret el chayo una raptor z-1 🎰,mencho la línea reynosa con señor de los gallos barredora joaquín guzmán los viagras tostón 🚨,#loszetas,,régulo caro,hoy nemesio oseguera tableada señor de los gallos con cheyenne una ar-15 fierro 🐘 ❄️ 💣 | hoy michoacan el azul maría m60 los zetas calentando la plaza ar15 los ejecutado ⚰️ 💳 🧿,,4425388,694293,18891,48226,1
74696073,outfit cumpleaños aqui diario moda stream los risas 🎀 💅,aqui vlog el trend trabajo los compras challenge 🧸 📚,#estudio #baile,,,gamer los fiesta outfit hoy haul las cumpleaños | una amor videojuego con haul puro rutina trend las gato 🎂 🌸,,811580,64804,5257,3784,0
1ebcffc9,los triángulo dorado cobro de piso el lobos 💣,con la linea el el mencho aqui el guano pastillas lanzagranadas 🎲 ⚠️ 🤐,#maría,,natanael cano,con los beltrán leyva aqui cincuenta hoy churro 🍬 | calibre 50 un charola ovidio un compa 💊,,654903,93720,6458,12659,1
fcf054f8,jgl hoy pozole hoy cártel del noreste con cártel de santa rosa de lima mayo 💣 ⚔️,puro el guano cincuenta una toston siempre gatillero heroína halcon siempre churro 💴 ✈️,#glock,,julión álvarez,madriza hoy los viagras puro quebrar una pozolero bacha cdg los rusos hoy cristal 🐅,,998713,161746,12512,5981,1
3a0ea42a,piso levantón el triángulo dorado aqui toque la buchón,aqui pariente aqui mafia sierra cártel de oaxaca pastillas las halcon una el padrino,#tubo #fnp90 #launióntepito,,cartel de santa,los mexicles el señor de la montaña hoy extorsión siempre heroína culiacan goma piyi 💷 🇨🇴 🇲🇽,,2791636,315188,30310,8037,1
dfb2761e,unboxing aqui cumpleaños hoy novia 💄,los coquette hoy trabajo aqui viaje broma haul siempre rutina 🏋️‍♀️,#risas #baile #outfit #coquette,,,hoy jefe amor maquillaje aesthetic 🌙 | comedia trend fiesta 👗 | siempre novio aqui cumpleaños con fiesta | aqui gym siempre oficina la novia vlog aesthetic tips hacks ☕,,443627,82248,7857,8279,0
7eb7d9e7,unión tepito siempre con huevos aqui la tuta el tamaulipas cartel de sinaloa,lavada mañoso amado carrillo pacífico topon toston hoy los aztecas 🚨 🖤,#suburban,,,uzi los chapitos hoy secuestro hoy tahoe los el cártel 💶 😎 | aqui los beltrán leyva las buchonas con reynosa tijuana la nemesio oseguera cocaína matamoros nuevo laredo 🧿 😈,,939038,164168,8297,20797,1
b9474aa2,viejón caro quintero hoy el padrino un goma un el mencho 💊 👻,cártel de tijuana sierra la tijuana 🇨🇴,#juanjoséesparragoza #raton #loszetas,,victor cibrian,marihuana una foco sinaloa los señor de los gallos ⛄ 🩸 | una bala al tiro jueves negro hoy calentando la plaza | la tj una don neto alinear ejecución un mp5 la sierra | un viejon un cdg siempre cártel de colima dámaso ejecución,,652706,95040,5270,6745,1
fd40983e,con perrito una hacks challenge puro prepa tutorial grwm coquette anime 💖 💄,los receta un diario coquette vlog trabajo con broma con perrito puro humor 😊,#restaurante #review #trabajo #lunes #ropa,,rosalia,compañeros universidad aesthetic receta 🌻 🎀 🧸 | anime pelicula challenge los cumpleaños grwm una haul la viaje | una tarea con crush un tips 🏋️‍♀️ ☀️,,262958,28473,2633,3258,0
b1dbd8d6,una aesthetic receta siempre rutina una restaurante gym outfit vlog con baile 🌻 😂,la videojuego hoy amor el gato el diario prepa 🍔 🎧 ☀️,#perrito,,,novio la vacaciones vlog puro oficina un maquillaje aesthetic aesthetic aqui serie 🏖️ | compras hoy compañeros outfit una haul risas los comedia perrito fiesta,,722347,82894,6599,7578,0
2c2169a6,brazo armado bacha los gente nueva,aqui guanajuato puro cártel del noreste puro tijuana una escuadra cártel de santa rosa de lima 🐕 🐅,#cheyenne #zambada #tamaulipas #rusos,,c-kan,,,4688163,589841,49827,68093,1
55f66524,un review puro jefe escuela stream,puro estudio novio aqui challenge broma las moda con gato baile 🎂 😭,#amor #outfit #gym,,rosalia,las compras mascota con crush 🍟 🎬 ✈️ | estudio tutorial el humor skincare rutina el grwm un gym 🥺,,119093,18346,197,2737,0
c9c16c9d,hoy risas oficina gamer coquette unboxing jefe hoy pelicula,las maquillaje con coquette aqui tips rutina un cine aesthetic 💕 🎉,#maquillaje,,the weeknd,las skincare tutorial la perrito oficina tips 🧸 💅 📱,,843222,132945,1967,4022,0
b4b83014,un toque siempre r-15 siempre hector beltrán 🚬 😎,rs los aztecas el guano las los ninis,#lamaña #mamalona #cds,,exterminador,puro cartel de sinaloa siempre los zetas puro michoacan m60 siempre mdma plomazo | el revólver filo la toston sombrero ak 47 los chapitos pastillas | los chimales raptor un al millón la la chapizza hoy artillada | el morritas las rafael caro quintero cártel de tijuana cheyenne gatillero siempre zacatecas 🍭 🚫,,1974909,357482,31745,29293,1
8e597e20,gamer humor grwm maquillaje unboxing 💄,coquette puro moda puro amor la fiesta novia,#haul #amor #familia #prepa #broma,,rauw alejandro,,,995817,183788,14239,7623,0
6dcb681b,chill un stream gamer escuela una comedia con tutorial maquillaje 😭 🎂 🍔,aqui comida la pelicula las moda ropa crush stream aqui chill 👗,#fiesta,,karol g,,,642970,61258,3323,8517,0
2ff5251f,4 letras pariente arturo beltrán con el cártel fn p90 el radio el licenciado frontera chica 🥂 🦇,buchon puro bacha con clonazepam aqui joaquín guzmán las charola cártel de colima 😈 🩸 🗡️,#fnp90 #belico #elratón,,natanael cano,arellano félix la culiacan compa 🚨 | blanca con la mayiza hierba cristal,,528897,98922,1257,10014,1
b7e0f54e,alucin las frecuencia puro la maña 🔫,cheyenne tachas el cuatro letras el señor de la montaña el chimales 🥂 💯,#z-40 #secuestro,,santa fe klan,,,2369335,381863,4729,38233,1
14da1d7e,los el cártel una sierra un pistolero 🚫 🪓 😎,los mexicles aqui mdma cds frecuencia el la mayiza dar cran ☢️,#mula,,códice,las el señor de la montaña la narcomensaje las ak 47 nueve milímetros culiacan,,115056,22657,1192,842,1
f6db09fd,punta unión tepito arellano félix con la unión tepito con sierra,cds monstruo blanca encobijado,#jefedejefes #morrita #quebrar #piso,,los nuevos ilegales,los plebe una fn p90 los rojos rivotril los el cártel aqui cartel de sinaloa los zetas los el narco de narcos  Rolex | siempre dámaso los lfm una el guano 💯 🐕 🤐 | puro venadear tubo dámaso con roche cln el señor de los cielos puntero ✈️ 🕸️ | puro lavador levantón con venadear aqui raptor un plebe los aztecas 🍻 🍅 🩸,,260978,15563,468,781,1
eb8c1f77,r15 tj una gatillero cln el botas blancas los aztecas puro barredora 👹 🐔 🎲,beretta hector beltrán siempre fn p90 hoy charola 👑,#9mm #polvorosa #barret #losninis #calibre50,,noel torres,el mini lic cjng las el señor de los cielos la buchon dar piso 👺 | glock 4 letras encobijado hoy al tiro chaleco aqui el mini lic 🐊 🚁 | matón una venadear una buchonas pastillas los grupo sombra 💵 🇨🇴 🐍 | cocaína la cártel de colima buchon mamalona un tusi una tubo un cartel de jalisco puro cártel de juárez,,805995,93750,5256,9176,1
e6806249,novio grwm tips videojuego hoy comida aesthetic el humor 😭 👗 💻,la lunes prepa siempre review novio jefe 😍 🏋️‍♀️,#tarea #humor #rutina #novia #cine,,ariana grande,puro anime la hacks fiesta estudio videojuego siempre grwm la maquillaje familia 🌻 🌸 🍕 | aqui relax diario oficina review 🍦 🎬 | siempre outfit la grwm una aesthetic novio compras siempre oficina 🥰,,896643,122781,4100,14267,0
cf9c89ed,compa aqui el cártel los chapitos tachas viagras aqui chimales 🏹,el nini puro el narco de narcos siempre al tiro puro alucin las halcon con los chapitos hoy pozolero 🔪 🏎️ 🇲🇽,#cdg #cárteldelgolfo #tamaulipas #carteldejalisco #bazuca,,los inquietos del norte,metanfetamina juan josé esparragoza suburban | ar15 la compa hoy manta puro extorsión joaquín guzmán ak 47 metanfetamina 🛑 🤫 | con pastillas la ninis la barredora tachas la el botas blancas una alinear m60 🦏 棺,,145223,24472,1374,2315,1
d7594677,hoy morritas la tuta la tablazo aqui suburban 🏎️ 🐔 🛑,una zambada un antrax cartel de jalisco rpg siempre mayo,#hielo #tiroteo #wato,,fidel rueda,cuerno pechera cartel de sinaloa alucin con balacera cocaína suburban nuevo laredo 🐅 | siempre plaza el chapo un comando con tubo empresa hoy fierro siempre caro quintero 🐊 | éxtasis rpg con uzi puro ncdj cdg super 38 el padrino | el señor de los gallos el cdg plebe 🚫,,107787,6554,186,632,1
fe000e9a,review las viernes challenge la compras familia un mascota prepa ☕ 😂,el videojuego tutorial haul ☕,#familia #estudio #prepa #anime #mascota,,kenia os,aesthetic baile outfit broma aqui review una compañeros puro novia 🌙 😂,,523219,28355,1589,1695,0
98843fbe,comida el serie vlog cumpleaños hoy grwm una pelicula 🎬 💕 🏖️,compañeros mascota oficina aqui fiesta una broma un comida gym con rutina 😂 🎀 💕,#amor,,,una anime challenge las trabajo el videojuego pelicula 🎂 | aqui outfit con broma aesthetic hoy comedia novia hoy humor un tarea 💕 🌙 | puro trabajo con relax videojuego un coquette,,42980,3612,152,532,0
5e925695,siempre gamer un hacks stream las trabajo aqui viernes ropa 🍣 😍,estudio relax las oficina ☀️,#vlog #trabajo #videojuego #comida #cumpleaños,,shakira,la novio las baile aqui oficina 😭 🍣 | siempre review aesthetic una tarea aesthetic con serie 🧸 🌸 💕 | review novio vacaciones relax crush coquette,,793310,111151,3330,16197,0
34bbf77d,el lobos tusi hoy monstruo al tiro aqui troca narcomensaje piyi belico 🛻,el reynosa las el ratón hoy sinaloa un cng las pizza los al 100 pechera 🛻 💨,#guanajuato #maña #elratón #pozolero #churro,,martin castillo,sierra el ratón una pozole señor de los gallos buchón la toston 🐆 ⚡ ❄️,,3798643,645856,11891,85186,1
172de30a,risas crush chill grwm tips 🌙 🎧 🎂,gamer la viernes las outfit el stream la vlog aesthetic relax 🍕,#crush,,taylor swift,aqui novia hoy vacaciones siempre comedia gym humor 🍕 🎧 😂,,731857,90431,6648,11402,0
75888273,nuevo laredo prestanombres con el mayo 💴,las goma matón la la maña cng monstruo morrita con perico una nuevo laredo 😈 🚬 🥂,#ejecutado #hectorbeltrán #topon #nieve #magnum,,códice,el chueco cohete tablazo 🐘 🚤 | los caballeros templarios siempre cjng dámaso plaza puro matón las encajuelado 🖤 🇲🇽 💨,,2093424,403522,39194,39100,1
4b455b9c,la matón ovidio gatillero un blindada tableada,el los pelones un nieve amado carrillo un la línea un alinear 🐆 🔪 🦇,#tiroteo #filo #elpiyi #matamoros #quebrar,,hermanos vega jr,,,780562,48669,1035,6123,1
1764eeef,maquillaje estudio aqui diario hoy outfit 🎀,un estudio el stream maquillaje una compañeros rutina la viaje con gamer 💪 ✈️,#risas,,shakira,,,482107,49837,4247,1400,0
